machine_id,current_A,vibration_ms2,state
4,0.105,0.951,MACHINE ON (Idle)
4,0.103,0.817,MACHINE ON (Idle)
4,0.03,0.01,MACHINE OFF
3,0.094,1.054,MACHINE ON (Idle)
1,0.036,0.19,MACHINE OFF
1,0.102,1.488,MACHINE ON + WORKING
2,0.157,4.185,MACHINE ON + WORKING
2,0.14,1.119,MACHINE ON (Idle)
1,0.022,0.16,MACHINE OFF
2,0.048,0.127,MACHINE OFF
5,0.206,2.3,MACHINE ON + WORKING
3,0.033,0.408,MACHINE OFF
3,0.113,4.998,MACHINE ON + WORKING
3,0.096,1.032,MACHINE ON (Idle)
1,0.027,0.196,MACHINE OFF
1,0.037,0.221,MACHINE OFF
1,0.097,0.775,MACHINE ON (Idle)
4,0.147,1.106,MACHINE ON + WORKING
1,0.109,1.014,MACHINE ON (Idle)
3,0.09,0.852,MACHINE ON (Idle)
1,0.033,0.01,MACHINE OFF
3,0.035,0.192,MACHINE OFF
4,0.143,8.531,MACHINE ON + WORKING
4,0.034,0.01,MACHINE OFF
2,0.086,1.83,MACHINE ON + WORKING
3,0.107,1.038,MACHINE ON (Idle)
3,0.105,1.16,MACHINE ON (Idle)
4,0.117,0.793,MACHINE ON (Idle)
4,0.11,0.867,MACHINE ON (Idle)
4,0.167,4.327,MACHINE ON + WORKING
2,0.072,0.918,MACHINE ON (Idle)
2,0.098,0.534,MACHINE ON (Idle)
2,0.12,0.662,MACHINE ON (Idle)
2,0.119,1.488,MACHINE ON (Idle)
2,0.191,3.303,MACHINE ON + WORKING
4,0.141,2.101,MACHINE ON + WORKING
5,0.118,1.046,MACHINE ON (Idle)
5,0.055,0.534,MACHINE OFF
2,0.153,2.123,MACHINE ON + WORKING
3,0.049,0.252,MACHINE OFF
3,0.08,0.902,MACHINE ON (Idle)
2,0.122,2.071,MACHINE ON + WORKING
2,0.041,0.112,MACHINE OFF
3,0.03,0.352,MACHINE OFF
3,0.175,0.01,MACHINE ON + WORKING
1,0.024,0.296,MACHINE OFF
3,0.151,1.178,MACHINE ON (Idle)
2,0.154,3.971,MACHINE ON + WORKING
1,0.026,0.307,MACHINE OFF
2,0.183,0.14,MACHINE ON + WORKING
2,0.047,0.28,MACHINE OFF
4,0.101,1.071,MACHINE ON (Idle)
5,0.109,1.207,MACHINE ON (Idle)
2,0.081,1.1,MACHINE ON (Idle)
5,0.167,1.297,MACHINE ON + WORKING
5,0.116,1.185,MACHINE ON (Idle)
2,0.03,0.203,MACHINE OFF
1,0.064,0.9,MACHINE ON (Idle)
4,0.076,0.935,MACHINE ON (Idle)
1,0.078,4.397,MACHINE ON + WORKING
3,0.155,1.125,MACHINE ON + WORKING
2,0.107,0.506,MACHINE ON (Idle)
2,0.035,0.01,MACHINE OFF
4,0.073,3.901,MACHINE ON + WORKING
3,0.036,0.064,MACHINE OFF
5,0.134,1.097,MACHINE ON + WORKING
3,0.067,0.881,MACHINE ON (Idle)
5,0.124,0.88,MACHINE ON (Idle)
2,0.156,0.01,MACHINE ON + WORKING
1,0.191,7.829,MACHINE ON + WORKING
2,0.092,0.937,MACHINE ON (Idle)
2,0.102,0.81,MACHINE ON (Idle)
1,0.126,0.921,MACHINE ON (Idle)
3,0.028,0.94,MACHINE OFF
4,0.091,1.416,MACHINE ON + WORKING
2,0.212,3.217,MACHINE ON + WORKING
2,0.088,0.433,MACHINE ON + WORKING
1,0.031,0.129,MACHINE OFF
2,0.103,1.202,MACHINE ON (Idle)
2,0.031,0.287,MACHINE OFF
1,0.101,0.887,MACHINE ON + WORKING
5,0.037,0.561,MACHINE OFF
4,0.173,2.406,MACHINE ON + WORKING
3,0.06,1.416,MACHINE ON (Idle)
1,0.084,0.876,MACHINE ON (Idle)
5,0.132,1.487,MACHINE ON + WORKING
2,0.025,0.126,MACHINE OFF
2,0.041,0.315,MACHINE OFF
2,0.098,1.044,MACHINE ON (Idle)
3,0.114,2.165,MACHINE ON + WORKING
1,0.04,0.061,MACHINE OFF
5,0.114,1.165,MACHINE ON (Idle)
2,0.045,0.282,MACHINE OFF
2,0.019,0.201,MACHINE OFF
3,0.119,9.5,MACHINE ON + WORKING
5,0.046,1.236,MACHINE OFF
2,0.146,6.315,MACHINE ON + WORKING
2,0.118,1.081,MACHINE ON (Idle)
2,0.043,0.272,MACHINE OFF
4,0.098,0.486,MACHINE ON (Idle)
4,0.085,0.637,MACHINE ON (Idle)
4,0.02,0.14,MACHINE OFF
5,0.117,1.36,MACHINE ON (Idle)
4,0.039,0.307,MACHINE OFF
5,0.045,0.45,MACHINE OFF
2,0.125,3.46,MACHINE ON + WORKING
1,0.015,0.07,MACHINE OFF
3,0.107,0.998,MACHINE ON (Idle)
4,0.113,0.838,MACHINE ON (Idle)
5,0.039,0.445,MACHINE OFF
3,0.016,0.334,MACHINE OFF
4,0.082,0.97,MACHINE ON (Idle)
5,0.1,1.294,MACHINE ON (Idle)
1,0.026,0.425,MACHINE OFF
2,0.097,0.735,MACHINE ON (Idle)
3,0.087,1.009,MACHINE ON (Idle)
5,0.181,2.354,MACHINE ON + WORKING
1,0.015,0.067,MACHINE OFF
3,0.06,0.309,MACHINE OFF
1,0.101,0.582,MACHINE ON (Idle)
3,0.109,4.312,MACHINE ON + WORKING
4,0.127,0.01,MACHINE ON + WORKING
4,0.102,0.388,MACHINE ON (Idle)
4,0.09,1.307,MACHINE ON (Idle)
2,0.114,1.447,MACHINE ON + WORKING
1,0.114,0.622,MACHINE ON (Idle)
1,0.151,2.626,MACHINE ON + WORKING
3,0.024,0.518,MACHINE OFF
2,0.154,1.465,MACHINE ON + WORKING
2,0.219,1.381,MACHINE ON + WORKING
3,0.116,1.099,MACHINE ON (Idle)
1,0.105,0.648,MACHINE ON (Idle)
1,0.071,1.18,MACHINE ON (Idle)
2,0.104,0.703,MACHINE ON (Idle)
1,0.095,0.862,MACHINE ON (Idle)
2,0.137,1.159,MACHINE ON + WORKING
2,0.121,0.847,MACHINE ON (Idle)
5,0.117,6.313,MACHINE ON + WORKING
5,0.044,0.481,MACHINE OFF
2,0.099,1.113,MACHINE ON (Idle)
4,0.056,0.734,MACHINE OFF
4,0.185,4.483,MACHINE ON + WORKING
5,0.163,3.604,MACHINE ON + WORKING
3,0.033,0.466,MACHINE OFF
2,0.053,0.201,MACHINE OFF
3,0.046,0.231,MACHINE OFF
4,0.048,0.146,MACHINE OFF
1,0.134,0.525,MACHINE ON (Idle)
4,0.165,1.985,MACHINE ON + WORKING
2,0.124,1.522,MACHINE ON + WORKING
3,0.037,0.366,MACHINE OFF
4,0.044,0.01,MACHINE OFF
3,0.1,1.009,MACHINE ON (Idle)
5,0.04,0.214,MACHINE OFF
3,0.077,0.991,MACHINE ON (Idle)
3,0.12,6.228,MACHINE ON + WORKING
3,0.076,1.715,MACHINE ON (Idle)
4,0.023,0.079,MACHINE OFF
4,0.128,1.057,MACHINE ON + WORKING
2,0.113,1.344,MACHINE ON (Idle)
4,0.107,0.892,MACHINE ON (Idle)
2,0.141,0.771,MACHINE ON (Idle)
2,0.091,0.893,MACHINE ON (Idle)
2,0.048,0.195,MACHINE OFF
2,0.02,0.231,MACHINE OFF
4,0.041,0.03,MACHINE OFF
5,0.045,1.019,MACHINE OFF
1,0.032,0.135,MACHINE OFF
2,0.049,2.234,MACHINE ON + WORKING
3,0.134,1.234,MACHINE ON + WORKING
3,0.148,1.145,MACHINE ON (Idle)
4,0.047,0.171,MACHINE OFF
4,0.053,0.253,MACHINE OFF
2,0.102,0.741,MACHINE ON (Idle)
2,0.049,0.204,MACHINE OFF
5,0.15,1.629,MACHINE ON + WORKING
1,0.14,2.852,MACHINE ON + WORKING
4,0.118,5.018,MACHINE ON + WORKING
1,0.032,0.194,MACHINE OFF
1,0.026,0.824,MACHINE OFF
2,0.104,0.986,MACHINE ON (Idle)
1,0.045,0.063,MACHINE OFF
4,0.113,0.86,MACHINE ON (Idle)
1,0.076,0.528,MACHINE ON (Idle)
4,0.03,0.01,MACHINE OFF
5,0.097,1.306,MACHINE ON (Idle)
5,0.046,0.54,MACHINE OFF
1,0.128,2.778,MACHINE ON + WORKING
3,0.085,1.544,MACHINE ON (Idle)
4,0.098,0.477,MACHINE ON (Idle)
4,0.137,0.619,MACHINE ON (Idle)
3,0.068,0.788,MACHINE ON (Idle)
1,0.087,1.038,MACHINE ON (Idle)
1,0.031,0.029,MACHINE OFF
1,0.154,0.01,MACHINE ON + WORKING
1,0.088,0.65,MACHINE ON (Idle)
2,0.11,3.825,MACHINE ON + WORKING
3,0.041,0.37,MACHINE OFF
4,0.03,0.104,MACHINE OFF
1,0.044,0.082,MACHINE OFF
1,0.119,4.849,MACHINE ON + WORKING
5,0.052,0.392,MACHINE OFF
5,0.027,0.646,MACHINE OFF
1,0.028,0.024,MACHINE OFF
5,0.031,0.537,MACHINE OFF
3,0.031,0.414,MACHINE OFF
5,0.112,1.225,MACHINE ON (Idle)
2,0.054,0.1,MACHINE OFF
4,0.052,0.05,MACHINE OFF
2,0.042,0.164,MACHINE OFF
2,0.036,0.179,MACHINE OFF
5,0.101,0.938,MACHINE ON (Idle)
4,0.091,0.893,MACHINE ON (Idle)
1,0.157,0.855,MACHINE ON + WORKING
5,0.138,2.373,MACHINE ON + WORKING
3,0.083,0.754,MACHINE ON (Idle)
5,0.048,0.468,MACHINE OFF
5,0.098,1.757,MACHINE ON (Idle)
3,0.123,3.018,MACHINE ON + WORKING
1,0.062,1.328,MACHINE ON (Idle)
3,0.12,1.925,MACHINE ON + WORKING
2,0.055,0.201,MACHINE OFF
1,0.137,0.605,MACHINE ON + WORKING
2,0.122,1.613,MACHINE ON + WORKING
5,0.04,0.421,MACHINE OFF
1,0.084,0.796,MACHINE ON (Idle)
5,0.159,6.754,MACHINE ON + WORKING
2,0.036,0.028,MACHINE OFF
4,0.118,0.658,MACHINE ON (Idle)
1,0.018,0.156,MACHINE OFF
5,0.117,1.329,MACHINE ON (Idle)
2,0.105,0.934,MACHINE ON (Idle)
4,0.109,0.58,MACHINE ON (Idle)
4,0.039,0.178,MACHINE OFF
2,0.095,0.775,MACHINE ON (Idle)
5,0.142,2.737,MACHINE ON + WORKING
2,0.098,0.01,MACHINE ON + WORKING
1,0.07,0.789,MACHINE ON (Idle)
1,0.04,0.139,MACHINE OFF
4,0.035,0.01,MACHINE OFF
2,0.155,2.583,MACHINE ON + WORKING
4,0.04,0.733,MACHINE OFF
4,0.089,0.987,MACHINE ON (Idle)
3,0.102,1.152,MACHINE ON (Idle)
2,0.077,0.945,MACHINE ON (Idle)
5,0.162,5.84,MACHINE ON + WORKING
4,0.074,1.091,MACHINE ON (Idle)
2,0.06,1.197,MACHINE ON (Idle)
4,0.051,0.01,MACHINE OFF
1,0.113,0.645,MACHINE ON (Idle)
2,0.094,0.533,MACHINE ON (Idle)
3,0.146,3.044,MACHINE ON + WORKING
3,0.032,0.301,MACHINE OFF
3,0.121,1.061,MACHINE ON (Idle)
4,0.099,0.01,MACHINE ON + WORKING
5,0.043,0.426,MACHINE OFF
5,0.044,0.64,MACHINE OFF
2,0.026,0.217,MACHINE OFF
4,0.096,1.08,MACHINE ON (Idle)
5,0.035,0.529,MACHINE OFF
3,0.05,0.933,MACHINE ON + WORKING
5,0.164,2.764,MACHINE ON + WORKING
3,0.046,0.354,MACHINE OFF
3,0.109,1.223,MACHINE ON (Idle)
3,0.103,1.256,MACHINE ON (Idle)
3,0.129,0.969,MACHINE ON (Idle)
2,0.112,0.755,MACHINE ON + WORKING
2,0.1,3.891,MACHINE ON + WORKING
2,0.082,1.047,MACHINE ON (Idle)
5,0.173,3.682,MACHINE ON + WORKING
4,0.039,0.01,MACHINE OFF
3,0.038,0.354,MACHINE OFF
3,0.104,1.12,MACHINE ON (Idle)
4,0.21,3.44,MACHINE ON + WORKING
3,0.156,2.195,MACHINE ON + WORKING
3,0.189,1.418,MACHINE ON + WORKING
3,0.118,1.105,MACHINE ON (Idle)
5,0.173,7.749,MACHINE ON + WORKING
2,0.041,0.248,MACHINE OFF
4,0.154,3.909,MACHINE ON + WORKING
5,0.118,0.01,MACHINE ON + WORKING
4,0.068,0.971,MACHINE ON (Idle)
4,0.11,0.932,MACHINE ON (Idle)
1,0.143,3.874,MACHINE ON + WORKING
1,0.117,1.037,MACHINE ON (Idle)
1,0.087,1.089,MACHINE ON (Idle)
1,0.1,0.677,MACHINE ON (Idle)
1,0.023,0.127,MACHINE OFF
2,0.04,0.786,MACHINE OFF
1,0.017,0.238,MACHINE OFF
5,0.108,0.98,MACHINE ON (Idle)
2,0.039,0.084,MACHINE OFF
5,0.097,0.808,MACHINE ON (Idle)
3,0.033,0.401,MACHINE OFF
5,0.139,4.03,MACHINE ON + WORKING
2,0.144,4.423,MACHINE ON + WORKING
2,0.126,0.773,MACHINE ON (Idle)
2,0.079,1.099,MACHINE ON (Idle)
3,0.129,0.514,MACHINE ON (Idle)
2,0.14,3.937,MACHINE ON + WORKING
4,0.037,0.181,MACHINE OFF
2,0.054,0.185,MACHINE OFF
3,0.028,0.466,MACHINE OFF
4,0.176,2.839,MACHINE ON + WORKING
1,0.041,0.052,MACHINE OFF
2,0.083,4.634,MACHINE ON + WORKING
5,0.176,8.71,MACHINE ON + WORKING
3,0.105,1.029,MACHINE ON (Idle)
4,0.041,0.173,MACHINE OFF
3,0.1,0.962,MACHINE ON + WORKING
4,0.116,0.691,MACHINE ON (Idle)
3,0.027,0.286,MACHINE OFF
4,0.034,0.12,MACHINE OFF
2,0.182,1.036,MACHINE ON + WORKING
2,0.04,0.049,MACHINE OFF
4,0.115,0.942,MACHINE ON (Idle)
1,0.114,0.792,MACHINE ON (Idle)
1,0.093,0.761,MACHINE ON (Idle)
4,0.108,1.151,MACHINE ON (Idle)
1,0.11,2.033,MACHINE ON + WORKING
4,0.053,0.139,MACHINE OFF
2,0.033,0.214,MACHINE OFF
3,0.025,0.463,MACHINE OFF
5,0.108,1.224,MACHINE ON (Idle)
2,0.051,0.19,MACHINE OFF
3,0.113,1.325,MACHINE ON + WORKING
2,0.1,1.068,MACHINE ON + WORKING
1,0.109,2.169,MACHINE ON + WORKING
3,0.039,0.152,MACHINE OFF
4,0.119,0.49,MACHINE ON (Idle)
2,0.029,0.216,MACHINE OFF
1,0.031,0.32,MACHINE OFF
1,0.166,1.676,MACHINE ON + WORKING
2,0.024,0.124,MACHINE OFF
4,0.04,0.14,MACHINE OFF
2,0.144,7.544,MACHINE ON + WORKING
1,0.026,0.161,MACHINE OFF
5,0.128,1.568,MACHINE ON (Idle)
3,0.085,0.812,MACHINE ON (Idle)
2,0.053,0.178,MACHINE OFF
2,0.12,3.418,MACHINE ON + WORKING
1,0.13,3.5,MACHINE ON + WORKING
4,0.076,5.228,MACHINE ON + WORKING
2,0.036,0.274,MACHINE OFF
5,0.053,0.484,MACHINE OFF
3,0.09,1.033,MACHINE ON (Idle)
1,0.2,0.01,MACHINE ON + WORKING
5,0.099,1.016,MACHINE ON (Idle)
4,0.174,0.877,MACHINE ON + WORKING
5,0.089,1.336,MACHINE ON (Idle)
4,0.046,0.01,MACHINE OFF
5,0.044,0.402,MACHINE OFF
5,0.075,3.581,MACHINE ON + WORKING
4,0.109,0.746,MACHINE ON (Idle)
4,0.125,1.444,MACHINE ON + WORKING
2,0.115,1.028,MACHINE ON (Idle)
5,0.117,1.265,MACHINE ON (Idle)
1,0.153,4.278,MACHINE ON + WORKING
4,0.13,4.668,MACHINE ON + WORKING
4,0.054,0.01,MACHINE OFF
4,0.05,0.01,MACHINE OFF
4,0.103,5.82,MACHINE ON + WORKING
2,0.117,1.285,MACHINE ON (Idle)
2,0.117,1.104,MACHINE ON (Idle)
4,0.157,2.513,MACHINE ON + WORKING
4,0.14,1.663,MACHINE ON + WORKING
2,0.153,5.162,MACHINE ON + WORKING
2,0.068,0.572,MACHINE ON (Idle)
3,0.095,3.924,MACHINE ON + WORKING
4,0.101,1.03,MACHINE ON (Idle)
1,0.064,0.803,MACHINE ON (Idle)
5,0.146,5.706,MACHINE ON + WORKING
4,0.103,0.908,MACHINE ON (Idle)
3,0.066,0.81,MACHINE ON (Idle)
1,0.125,1.222,MACHINE ON + WORKING
3,0.043,0.159,MACHINE OFF
5,0.095,1.486,MACHINE ON (Idle)
3,0.026,0.364,MACHINE OFF
5,0.031,0.445,MACHINE OFF
5,0.107,0.909,MACHINE ON (Idle)
4,0.089,0.629,MACHINE ON (Idle)
5,0.102,0.438,MACHINE ON (Idle)
1,0.038,0.242,MACHINE OFF
4,0.048,0.022,MACHINE OFF
3,0.088,0.996,MACHINE ON (Idle)
2,0.094,1.368,MACHINE ON (Idle)
4,0.19,9.5,MACHINE ON + WORKING
1,0.057,1.124,MACHINE ON (Idle)
5,0.153,4.564,MACHINE ON + WORKING
2,0.071,0.865,MACHINE ON (Idle)
2,0.035,1.081,MACHINE OFF
1,0.052,0.133,MACHINE OFF
1,0.103,0.646,MACHINE ON (Idle)
2,0.086,1.238,MACHINE ON (Idle)
1,0.1,1.156,MACHINE ON (Idle)
3,0.089,0.842,MACHINE ON (Idle)
4,0.119,0.751,MACHINE ON (Idle)
5,0.13,5.82,MACHINE ON + WORKING
3,0.091,2.314,MACHINE ON + WORKING
2,0.035,0.147,MACHINE OFF
5,0.101,1.221,MACHINE ON (Idle)
5,0.123,2.383,MACHINE ON + WORKING
1,0.089,0.845,MACHINE ON (Idle)
5,0.026,0.418,MACHINE OFF
4,0.103,0.937,MACHINE ON + WORKING
3,0.151,1.244,MACHINE ON + WORKING
2,0.034,0.397,MACHINE OFF
2,0.033,1.365,MACHINE ON (Idle)
1,0.129,1.006,MACHINE ON (Idle)
4,0.159,5.569,MACHINE ON + WORKING
3,0.024,0.286,MACHINE OFF
5,0.168,5.155,MACHINE ON + WORKING
1,0.071,0.825,MACHINE ON (Idle)
1,0.037,0.053,MACHINE OFF
2,0.045,0.311,MACHINE OFF
3,0.085,0.844,MACHINE ON (Idle)
2,0.032,0.234,MACHINE OFF
4,0.119,4.303,MACHINE ON + WORKING
2,0.173,4.887,MACHINE ON + WORKING
2,0.033,0.139,MACHINE OFF
5,0.116,1.351,MACHINE ON (Idle)
1,0.103,1.162,MACHINE ON + WORKING
2,0.021,0.062,MACHINE OFF
1,0.118,0.742,MACHINE ON (Idle)
2,0.149,7.523,MACHINE ON + WORKING
2,0.099,1.457,MACHINE ON (Idle)
3,0.083,0.972,MACHINE ON (Idle)
3,0.038,0.479,MACHINE OFF
2,0.126,1.027,MACHINE ON (Idle)
1,0.134,2.775,MACHINE ON + WORKING
1,0.126,4.03,MACHINE ON + WORKING
2,0.039,0.288,MACHINE OFF
4,0.047,0.281,MACHINE OFF
5,0.12,1.025,MACHINE ON (Idle)
5,0.154,3.278,MACHINE ON + WORKING
5,0.098,1.18,MACHINE ON (Idle)
5,0.029,0.362,MACHINE OFF
3,0.042,1.078,MACHINE OFF
2,0.176,4.226,MACHINE ON + WORKING
3,0.033,0.307,MACHINE OFF
4,0.112,0.794,MACHINE ON (Idle)
3,0.072,1.001,MACHINE ON (Idle)
4,0.148,0.971,MACHINE ON + WORKING
1,0.038,0.121,MACHINE OFF
2,0.169,1.241,MACHINE ON + WORKING
2,0.082,0.97,MACHINE ON (Idle)
3,0.028,0.104,MACHINE OFF
4,0.09,0.995,MACHINE ON (Idle)
5,0.126,0.656,MACHINE ON (Idle)
2,0.114,0.896,MACHINE ON + WORKING
3,0.108,1.169,MACHINE ON + WORKING
1,0.033,0.557,MACHINE OFF
3,0.042,0.304,MACHINE OFF
4,0.104,0.678,MACHINE ON (Idle)
3,0.09,0.979,MACHINE ON (Idle)
4,0.113,0.81,MACHINE ON (Idle)
5,0.101,1.386,MACHINE ON (Idle)
2,0.035,0.274,MACHINE OFF
4,0.124,0.494,MACHINE ON (Idle)
1,0.15,1.877,MACHINE ON + WORKING
5,0.028,0.517,MACHINE OFF
2,0.031,0.268,MACHINE OFF
1,0.039,0.01,MACHINE OFF
5,0.066,0.769,MACHINE ON (Idle)
4,0.095,5.467,MACHINE ON + WORKING
2,0.147,5.523,MACHINE ON + WORKING
5,0.156,6.665,MACHINE ON + WORKING
5,0.036,0.536,MACHINE OFF
5,0.158,4.503,MACHINE ON + WORKING
1,0.105,0.891,MACHINE ON (Idle)
5,0.102,1.219,MACHINE ON (Idle)
4,0.115,1.3,MACHINE ON (Idle)
4,0.053,0.143,MACHINE OFF
1,0.174,3.294,MACHINE ON + WORKING
4,0.069,0.663,MACHINE ON (Idle)
2,0.151,3.508,MACHINE ON + WORKING
2,0.037,0.122,MACHINE OFF
1,0.029,0.083,MACHINE OFF
5,0.039,0.298,MACHINE OFF
5,0.174,6.626,MACHINE ON + WORKING
4,0.164,7.348,MACHINE ON + WORKING
1,0.035,0.223,MACHINE OFF
3,0.13,2.448,MACHINE ON + WORKING
4,0.199,1.068,MACHINE ON + WORKING
3,0.102,0.987,MACHINE ON (Idle)
4,0.078,0.651,MACHINE ON (Idle)
5,0.157,2.169,MACHINE ON + WORKING
2,0.023,0.135,MACHINE OFF
3,0.033,0.245,MACHINE OFF
1,0.039,0.081,MACHINE OFF
2,0.064,0.145,MACHINE OFF
2,0.146,2.277,MACHINE ON + WORKING
2,0.035,0.375,MACHINE OFF
4,0.029,0.121,MACHINE OFF
2,0.114,0.918,MACHINE ON (Idle)
3,0.032,0.284,MACHINE OFF
5,0.065,0.562,MACHINE ON (Idle)
2,0.106,0.689,MACHINE ON (Idle)
1,0.099,0.551,MACHINE ON (Idle)
3,0.048,1.012,MACHINE ON (Idle)
4,0.131,3.295,MACHINE ON + WORKING
5,0.054,0.714,MACHINE OFF
5,0.103,6.287,MACHINE ON + WORKING
1,0.115,1.063,MACHINE ON (Idle)
2,0.088,0.897,MACHINE ON (Idle)
1,0.035,0.092,MACHINE OFF
1,0.035,0.25,MACHINE OFF
3,0.077,1.038,MACHINE ON (Idle)
5,0.096,1.17,MACHINE ON (Idle)
3,0.158,1.099,MACHINE ON + WORKING
4,0.197,0.963,MACHINE ON + WORKING
4,0.115,3.725,MACHINE ON + WORKING
4,0.039,0.131,MACHINE OFF
1,0.128,0.889,MACHINE ON (Idle)
4,0.044,0.054,MACHINE OFF
3,0.16,5.51,MACHINE ON + WORKING
1,0.088,1.053,MACHINE ON (Idle)
5,0.084,1.211,MACHINE ON (Idle)
3,0.064,0.656,MACHINE ON (Idle)
1,0.095,0.61,MACHINE ON (Idle)
1,0.176,1.233,MACHINE ON + WORKING
5,0.041,0.482,MACHINE OFF
2,0.123,1.189,MACHINE ON (Idle)
5,0.137,1.362,MACHINE ON + WORKING
5,0.041,0.467,MACHINE OFF
3,0.169,3.584,MACHINE ON + WORKING
4,0.033,0.01,MACHINE OFF
1,0.086,1.092,MACHINE ON (Idle)
2,0.034,0.355,MACHINE OFF
2,0.114,4.088,MACHINE ON + WORKING
1,0.041,0.215,MACHINE OFF
4,0.091,0.451,MACHINE ON (Idle)
1,0.039,0.541,MACHINE OFF
2,0.108,0.625,MACHINE ON (Idle)
5,0.048,0.48,MACHINE OFF
3,0.024,0.154,MACHINE OFF
3,0.156,3.637,MACHINE ON + WORKING
5,0.034,0.592,MACHINE OFF
2,0.051,0.831,MACHINE OFF
5,0.029,0.305,MACHINE OFF
1,0.036,0.119,MACHINE OFF
5,0.107,1.325,MACHINE ON (Idle)
5,0.139,5.406,MACHINE ON + WORKING
4,0.036,0.01,MACHINE OFF
4,0.037,0.01,MACHINE OFF
1,0.015,0.01,MACHINE OFF
5,0.135,1.332,MACHINE ON (Idle)
1,0.141,4.501,MACHINE ON + WORKING
5,0.043,0.491,MACHINE OFF
5,0.132,2.589,MACHINE ON + WORKING
3,0.11,0.748,MACHINE ON (Idle)
5,0.109,1.001,MACHINE ON (Idle)
1,0.145,0.927,MACHINE ON + WORKING
2,0.023,0.166,MACHINE OFF
5,0.103,1.688,MACHINE ON (Idle)
5,0.058,1.331,MACHINE ON (Idle)
2,0.063,0.838,MACHINE ON (Idle)
4,0.049,0.09,MACHINE OFF
2,0.043,0.216,MACHINE OFF
2,0.112,0.617,MACHINE ON (Idle)
5,0.074,1.379,MACHINE ON (Idle)
1,0.107,1.23,MACHINE ON (Idle)
5,0.037,0.381,MACHINE OFF
4,0.195,3.534,MACHINE ON + WORKING
2,0.03,0.096,MACHINE OFF
5,0.039,0.421,MACHINE OFF
2,0.141,0.506,MACHINE ON (Idle)
2,0.042,0.263,MACHINE OFF
4,0.034,0.052,MACHINE OFF
1,0.149,3.733,MACHINE ON + WORKING
1,0.041,0.102,MACHINE OFF
1,0.097,0.783,MACHINE ON (Idle)
2,0.087,1.07,MACHINE ON (Idle)
3,0.152,4.525,MACHINE ON + WORKING
5,0.115,0.948,MACHINE ON (Idle)
2,0.139,3.923,MACHINE ON + WORKING
4,0.035,0.01,MACHINE OFF
2,0.115,0.815,MACHINE ON (Idle)
4,0.081,0.801,MACHINE OFF
4,0.115,1.056,MACHINE ON (Idle)
1,0.025,0.122,MACHINE OFF
2,0.177,0.336,MACHINE ON + WORKING
2,0.03,0.149,MACHINE OFF
1,0.069,0.815,MACHINE ON (Idle)
1,0.101,2.209,MACHINE ON + WORKING
2,0.05,0.247,MACHINE OFF
3,0.07,1.038,MACHINE ON (Idle)
3,0.139,1.256,MACHINE ON + WORKING
2,0.091,1.228,MACHINE ON (Idle)
4,0.11,0.682,MACHINE ON (Idle)
5,0.026,0.565,MACHINE OFF
1,0.031,0.092,MACHINE OFF
3,0.125,4.923,MACHINE ON + WORKING
5,0.18,4.077,MACHINE ON + WORKING
1,0.034,0.066,MACHINE OFF
1,0.067,0.845,MACHINE ON (Idle)
2,0.043,0.042,MACHINE OFF
5,0.091,6.921,MACHINE ON + WORKING
5,0.18,4.821,MACHINE ON + WORKING
5,0.052,1.153,MACHINE OFF
3,0.151,4.385,MACHINE ON + WORKING
4,0.154,6.876,MACHINE ON + WORKING
2,0.027,0.248,MACHINE OFF
4,0.159,3.879,MACHINE ON + WORKING
5,0.055,0.59,MACHINE OFF
5,0.11,1.024,MACHINE ON (Idle)
4,0.077,0.768,MACHINE ON (Idle)
2,0.143,2.6,MACHINE ON + WORKING
3,0.031,0.241,MACHINE OFF
3,0.033,0.406,MACHINE OFF
5,0.107,1.245,MACHINE ON (Idle)
5,0.113,1.261,MACHINE ON (Idle)
1,0.165,1.986,MACHINE ON + WORKING
1,0.106,1.17,MACHINE ON (Idle)
5,0.103,3.201,MACHINE ON + WORKING
2,0.116,4.242,MACHINE ON + WORKING
3,0.154,1.198,MACHINE ON + WORKING
1,0.038,0.189,MACHINE OFF
4,0.077,0.433,MACHINE ON (Idle)
2,0.135,3.202,MACHINE ON + WORKING
3,0.169,1.551,MACHINE ON + WORKING
2,0.183,0.799,MACHINE ON + WORKING
5,0.162,1.407,MACHINE ON + WORKING
1,0.167,3.468,MACHINE ON + WORKING
2,0.15,0.01,MACHINE ON + WORKING
1,0.114,1.09,MACHINE ON (Idle)
5,0.053,0.515,MACHINE OFF
3,0.095,0.468,MACHINE ON + WORKING
5,0.227,7.687,MACHINE ON + WORKING
1,0.114,2.297,MACHINE ON + WORKING
3,0.015,0.33,MACHINE OFF
2,0.098,0.752,MACHINE ON (Idle)
2,0.049,1.139,MACHINE ON (Idle)
3,0.036,0.342,MACHINE OFF
2,0.036,0.7,MACHINE ON (Idle)
2,0.127,0.653,MACHINE ON (Idle)
3,0.125,2.185,MACHINE ON + WORKING
1,0.125,0.766,MACHINE ON (Idle)
4,0.101,1.24,MACHINE ON (Idle)
5,0.036,0.396,MACHINE OFF
4,0.101,1.09,MACHINE ON (Idle)
2,0.049,0.057,MACHINE OFF
4,0.124,0.327,MACHINE ON (Idle)
3,0.029,0.298,MACHINE OFF
5,0.048,0.564,MACHINE OFF
5,0.094,1.332,MACHINE ON (Idle)
